french,fertility,prob
concerne,0,0.8921805699153096
concerne,2,0.0029762374167276746
concerne,1,0.1048431926679627
en,0,0.8825616803908831
en,2,0.003424907083107471
en,1,0.11401341252600942
madame,7,4.0792728866190674e-5
madame,4,0.5143789016573006
madame,3,0.3337061659963221
madame,5,0.14188345915988967
madame,6,0.009990680457621456
que,0,0.04989803822185966
que,4,0.0010443698310924855
que,2,0.40589636243944843
que,3,0.04159253646109455
que,1,0.5015686930465049
vous,0,0.5853084103286238
vous,4,0.07945586524831273
vous,2,0.073515068665715
vous,3,0.17584268188368657
vous,5,0.007006341782399411
vous,6,0.0001469574091375939
vous,1,0.07872467468212499
comme,0,0.8825616803908835
comme,2,0.0034249070831074598
comme,1,0.11401341252600912
motion,0,0.8260517520878339
motion,2,0.008157778336359741
motion,1,0.16579046957580632
avons,0,0.08695195648919882
avons,2,0.0948517532776161
avons,3,0.002553236914656689
avons,1,0.8156430533185284
evans,0,0.8825616803908835
evans,2,0.0034249070831074598
evans,1,0.11401341252600913
silence,0,0.8379649747305998
silence,2,0.006937584196899636
silence,1,0.15509744107250042
voudrais,7,0.5684139568038077
voudrais,9,0.032171755212164914
voudrais,10,0.00030370070495758597
voudrais,8,0.39911058727906984
procédure,0,0.8260517520878339
procédure,2,0.008157778336359741
procédure,1,0.16579046957580632
précise,7,0.29998702588126475
précise,9,0.0004474435159286992
précise,8,0.02570528063898914
précise,5,0.1566635281357631
précise,6,0.5171967218280543
principe,0,0.8909047376027007
principe,2,0.002933141613595779
principe,1,0.10616212078370356
respect,0,0.8909039481637171
respect,2,0.0029331958625689455
respect,1,0.10616285597371394
dalexandre,0,0.7875524272325951
dalexandre,2,0.012248429720757872
dalexandre,1,0.200199143046647
être,0,0.8909047376027006
être,2,0.0029331416135957786
être,1,0.10616212078370363
sujet,0,0.8921805699153096
sujet,2,0.0029762374167276746
sujet,1,0.10484319266796269
pour,0,0.8626513373141815
pour,2,0.004985247782192118
pour,1,0.1323634149036264
devrait,0,0.09859871765645996
devrait,2,0.09336143038863734
devrait,3,0.0025036947974999115
devrait,1,0.8055361571574028
à,0,0.8626513373141815
à,2,0.004985247782192118
à,1,0.13236341490362633
volontiers,0,0.8334661785701901
volontiers,2,0.0071172171531065686
volontiers,1,0.15941660427670315
de,0,0.4869442654361723
de,2,0.0645176209910564
de,3,0.002607012292724829
de,1,0.4459311012800465
la,0,0.8449034466892258
la,2,0.006507431864891481
la,1,0.1485891214458827
m,0,0.8825616803908835
m,2,0.0034249070831074598
m,1,0.11401341252600913
tout,7,0.29998921910258236
tout,9,0.00044745999973228425
tout,8,0.025705684579774853
tout,5,0.15666355370369117
tout,6,0.5171940826142194
demander,0,0.8921805699153096
demander,2,0.0029762374167276746
demander,1,0.10484319266796274
conseil,0,0.8921805699153096
conseil,2,0.0029762374167276746
conseil,1,0.10484319266796271
,0,0.8921805699153096
,2,0.0029762374167276746
,1,0.10484319266796265
lassemblée,0,0.8825616803908831
lassemblée,2,0.003424907083107471
lassemblée,1,0.11401341252600942
lever,0,0.8626513373141815
lever,2,0.004985247782192118
lever,1,0.1323634149036264
stabilité,0,0.8909047376027007
stabilité,2,0.002933141613595779
stabilité,1,0.10616212078370356
bien,0,0.8334661785701901
bien,2,0.0071172171531065686
bien,1,0.15941660427670315
