fre,eng,prob
null,applause,0.002108447682432448
null,said,0.0007659255617093657
null,some,0.0004016716592732469
null,should,0.0008650534567426638
null,competitive,0.0009306209527204906
null,order,0.0031539700627442693
null,no,0.002612200486880996
null,welcomed,0.0008585648564461171
null,met,0.0006076722079866421
null,take,0.0006174797835087045
null,may,0.0002259589171504875
null,positions,0.00022595891715048735
null,favour,0.0018522047023773352
null,already,0.0014360023841575933
null,parliament,0.0013319430366975553
null,happen,0.00353444676233878
null,pity,0.0009302881578460214
null,check,0.0008008028677145769
null,acceptable,0.0002900567011114827
null,greatly,0.0007847853525136146
null,tuesday,0.0005990183295144434
null,proposed,0.0003704727423466811
null,them,0.0011993188867469049
null,situation,0.0006583298708283679
null,rose,0.0007524734760828414
null,house,0.001183797116071825
null,know,0.0011235998785782903
null,from,0.0021084476824324485
null,like,0.002869723387889983
null,goods,0.001861096390075158
null,issue,0.000886513783599338
null,presidency,0.0003004826895246293
null,risk,0.0005405803066938237
null,fact,0.0009455367569703154
null,sense,0.0011951680505272997
null,debate,0.0028363387315125193
null,of,0.014228874871483365
null,ask,0.001580634292271075
null,superb,0.001357203237798016
null,positive,0.0005014910828995732
null,examined,0.000501491082899573
null,is,0.25123433052410976
null,request,0.002562594599478897
null,properly,0.0002259589171504872
null,however,0.0010367042986655487
null,has,0.002023701280143532
null,safety,0.0006069411181599848
null,standards,0.0004496826191854481
null,congratulate,0.0008407615337978156
null,kind,0.0006331299955759539
null,on,0.002102147803586436
null,personal,0.00037180534232980004
null,speaking,0.00031496560347504034
null,nikitin,0.001202625152909817
null,states,0.0005421681459915414
null,subsidiarity,0.0007847853525136178
null,wurtz,0.000365446946951298
null,been,0.0027662466358033284
null,i,0.008515396384763717
null,result,0.00027766266507852337
null,directive,0.0027681560262675436
null,requesting,0.00043975909912522866
null,pse,0.002108447682432449
null,item,0.0004397590991252286
null,place,0.000588983578017934
null,embargo,0.0006689195715730412
null,what,0.0013195884218985877
null,workable,0.0013861976847865968
null,edge,0.0009306209527204902
null,adopted,0.0010589955365413511
null,reflect,0.00022595891715048713
null,second,0.00031193786058723757
null,tax,0.0004428693253877717
null,me,0.002300775888492679
null,renew,0.0005421681459915427
null,few,0.001953550174932568
null,urge,0.0009517575848806073
applaudissements,the,0.05327220337753313
applaudissements,pse,0.2980342866200955
applaudissements,applause,0.2980342866200956
applaudissements,from,0.2980342866200955
applaudissements,group,0.05262493676217703
et,amendments,0.020241952452102398
et,to,0.018139206233350427
et,proposed,0.02051967332739899
et,relating,0.02220014975893979
et,tuesday,0.02239533446709913
et,no,0.021215491167174284
et,have,0.019849000756768508
et,monday,0.8134487383110998
et,and,0.02060988777296622
et,been,0.0213805657531141
lui,point,0.10779159671457343
lui,mentioned,0.10832460760710319
lui,has,0.14065371240174213
lui,my,0.14069911828466417
lui,third,0.14284923092348706
lui,also,0.1409466439129106
lui,been,0.11145551704105963
lui,already,0.10727957311444868
vote,madam,0.008556589996056567
vote,place,0.0152138051533078
vote,presidency,0.007848781456356275
vote,at,0.012088378650614257
vote,take,0.01598854310602109
vote,already,0.00830931320889113
vote,tomorrow,0.014486567398081051
vote,vote,0.7880810412004811
vote,declared,0.008291368689664074
vote,will,0.013192476125602821
vote,pm,0.015999485643315884
vote,result,0.007217502979164469
vote,has,0.008287212139473086
vote,the,0.04119919489907847
vote,of,0.009246885720482592
vote,president,0.009247035320191383
vote,,0.016745818313195857
y,there,0.005028512577816816
y,contribution,0.021660651109635456
y,is,0.023492960688748923
y,a,0.7989017644504856
y,military,0.007802630659164139
y,this,0.03457834941953199
y,risk,0.0078026306591641535
y,in,0.016620465188344202
y,coup,0.007802630659164129
y,fact,0.00780263065868704
y,directive,0.021660651109635446
y,the,0.007941529362205513
y,future,0.0078026306591641266
y,of,0.007954872836525156
y,to,0.023147089961863265
beaucoup,ask,0.7348984769779113
beaucoup,is,0.05064406686513186
beaucoup,not,0.03243156029798731
beaucoup,lot,0.03049409928351687
beaucoup,it,0.05044115082781591
beaucoup,to,0.05062399671905095
beaucoup,a,0.050466649028581945
esprit,be,0.10961891053629831
esprit,examined,0.10961891053552293
esprit,i,0.10960002207303614
esprit,light,0.109618910535523
esprit,it,0.10948669129733914
esprit,hope,0.10961891053552303
esprit,in,0.03548110513042711
esprit,positive,0.10961891053552296
esprit,will,0.10961891053552304
esprit,a,0.08771871828531504
des,decisions,0.007939211619998086
des,amended,0.011866401722716274
des,a,0.003945669148410798
des,was,0.014782116906633686
des,this,0.008164824456105895
des,adopted,0.450355378826182
des,have,0.008161903901196485
des,also,0.00793921161999808
des,been,0.008161903901591917
des,business,0.012191428826820698
des,against,0.008164824456105899
des,tax,0.007939211619998079
des,the,0.012745059492891701
des,of,0.4047585023221427
des,kind,0.007939211619998077
des,thus,0.012577761506073605
des,order,0.012367378052930098
il,there,0.002388614719974237
il,done,0.003988093791705944
il,is,0.4065899717923222
il,nikitin,0.009402303296077365
il,enforcement,0.004130871470456256
il,a,0.010846568597204348
il,workable,0.008258673805737244
il,military,0.003883845892011011
il,this,0.18063307501579898
il,that,0.004263804821985058
il,risk,0.0038838458920110058
il,it,0.010789139584579244
il,alexander,0.013566898676047346
il,solution,0.008035796605099753
il,in,0.007928380153151253
il,coup,0.0038838458920110127
il,fact,0.0038838458917534787
il,business,0.0043048246734788236
il,work,0.004096472310237411
il,the,0.2187084357076566
il,case,0.009543396516784621
il,me,0.008806327124116942
il,be,0.008815554264733188
il,future,0.003883845892011016
il,all,0.00482520005257893
il,of,0.02255868109026509
il,remains,0.00425306180186378
il,seems,0.0062155161390336534
il,to,0.0176311085294663
minimales,my,0.018668974687559545
minimales,already,0.016964339563339134
minimales,it,0.01866598969582832
minimales,been,0.01699812979317357
minimales,point,0.017335925043515516
minimales,second,0.016505567655144597
minimales,has,0.016173853290403814
minimales,mentioned,0.016971747865491993
minimales,minimum,0.015965789001629975
minimales,the,0.01867505200918973
minimales,standards,0.8120168563069325
minimales,concerns,0.015057775087807004
qui,now,0.006332276166237633
qui,decisions,0.007764160644494041
qui,relating,0.030199359353234513
qui,speaking,0.00571111215654264
qui,is,0.012563037780653671
qui,we,0.019796769856889676
qui,not,0.23993185157776864
qui,request,0.00750477782830173
qui,what,0.013163509484962017
qui,a,0.004369134919445774
qui,this,0.014566128603915384
qui,adopted,0.004350989684433244
qui,wurtz,0.0066296260097804555
qui,have,0.007953972982595594
qui,also,0.007764160644494035
qui,been,0.007953972982932623
qui,hear,0.006888689841219263
qui,happening,0.0131635046006309
qui,against,0.2549419125395389
qui,tax,0.007764160644494036
qui,wednesday,1.002772796895026e-12
qui,mr,0.2422258440862202
qui,do,0.012000549098857016
qui,of,0.007940168449221881
qui,kind,0.00776416064449404
qui,shall,0.006475034519564271
qui,know,0.01106183960832082
qui,to,0.03321929528966099
poettering,poettering,0.6224066390791617
poettering,you,0.10373443972848594
poettering,thank,0.10788381751580578
poettering,mr,0.16597510367654716
semble,this,0.02357098150130892
semble,me,0.2898586154640792
semble,seems,0.016378334782091893
semble,to,0.04714196300261742
semble,solution,0.29404228712964564
semble,be,0.023570981501308867
semble,a,0.010048762198918431
semble,workable,0.29538807441995596
cas,of,0.051916360855011334
cas,the,0.05207884174380766
cas,is,0.03990403743412731
cas,case,0.7297373498037795
cas,it,0.04031488065546
cas,alexander,0.05113649677345878
cas,nikitin,0.03491203273435189
que,madam,0.006939057791215794
que,met,0.007741008626056642
que,not,0.0069128865956527095
que,request,0.007202825110058261
que,my,0.2663695312387568
que,a,0.005461473896229086
que,hänsch,0.008780433962866608
que,would,0.006199281535006095
que,but,0.007252682139093867
que,workable,0.011484382389026387
que,this,0.02054904383894533
que,solution,0.011174452846084693
que,been,0.007057815860325702
que,acceptable,0.0055728558130493985
que,has,0.00626166057896354
que,you,0.00810837889586139
que,me,0.01224594051238057
que,be,0.5114733733212233
que,mr,0.018283683237850904
que,president,0.006812468866411084
que,cox,0.008780433962866603
que,personal,0.007028525243384237
que,seems,0.00864319935196366
que,to,0.03366460438671057
vous,endorse,0.01015667822011576
vous,call,0.01467975971595069
vous,not,0.003890379561762706
vous,would,0.024717259485793095
vous,hänsch,0.00680245021900925
vous,for,0.01171718619259809
vous,please,0.014451196348284949
vous,this,0.038663479986474056
vous,silence,0.011717186197880527
vous,rise,0.014451196348284946
vous,minutes,0.01171718619574848
vous,acceptable,0.27130232555284434
vous,i,0.02059744338190862
vous,either,0.014679759715950704
vous,did,0.01596165828670893
vous,you,0.4192500662576262
vous,me,0.014679759715950692
vous,be,0.007141730201413246
vous,mr,0.014273800044888298
vous,cox,0.006802450219009242
vous,to,0.0277391735833218
vous,then,0.01445119634828493
vous,urge,0.01015667822011576
indonésie,volatile,0.023174013652446323
indonésie,there,0.02033432941897825
indonésie,extremely,0.020334329418978187
indonésie,the,0.024813470518814298
indonésie,situation,0.7988134907844733
indonésie,is,0.015949000785344523
indonésie,as,0.02480106174388878
indonésie,have,0.02397117048092676
indonésie,people,0.023904566598084518
indonésie,said,0.023904566598084587
point,is,0.0024965715677435023
point,one,0.00833226638932543
point,third,0.010244993688329972
point,final,0.009789930872265935
point,would,0.012214308829493998
point,my,0.017363068691675546
point,already,0.013858984904543813
point,that,0.0024473146911857062
point,this,0.0031911878368825284
point,it,0.006115601024327851
point,taken,0.003151246617350956
point,been,0.014237333793132393
point,also,0.011259811442062296
point,i,0.012214308829494003
point,off,0.003151246617350955
point,point,0.7557578573385423
point,second,0.005418549453759884
point,has,0.016555933817298304
point,mentioned,0.013938212150658451
point,the,0.01175544745508193
point,requesting,0.0031512466173509606
point,minimum,0.005244392020116777
point,agenda,0.0031512466173509507
point,standards,0.00545159138099221
point,group,0.0024510536506580985
point,be,0.003193689686926722
point,item,0.0031512466173509606
point,mention,0.008247305520941894
point,to,0.012180690157387548
point,ppe-de,0.003151246617350962
point,like,0.01218069015737872
point,concerns,0.004951424945716994
respect,work,0.015362935188413303
respect,of,0.018292696479469413
respect,all,0.01829269666781984
respect,the,0.0349231962234609
respect,is,0.0345769143463877
respect,done,0.014927212503054224
respect,that,0.016035675251245766
respect,remains,0.015992484242182976
respect,enforcement,0.8153955985102994
respect,business,0.01620059058768023
formule,this,0.12241971046394735
formule,me,0.12220909304077592
formule,seems,0.08634903859595282
formule,to,0.24483942092789465
formule,solution,0.12380968556855686
formule,be,0.12241971046394741
formule,a,0.05460662935147887
formule,workable,0.12334671158745088
à,goods,0.007868349292707081
à,we,0.004111987159249392
à,was,0.009023940902444036
à,that,0.007096655807535346
à,vote,0.00551186504856426
à,quite,0.008709497498954067
à,also,0.007185130165814826
à,will,0.005121843004667528
à,against,0.01089134859656209
à,of,0.017169373996591318
à,superb,0.008709497498954069
à,request,0.004105320712075487
à,silence,0.008123623402952218
à,rise,0.010279759406998849
à,have,0.007360786803896433
à,safety,0.009329545096446512
à,kind,0.007185130165814829
à,shall,0.0035435130564034976
à,dangerous,0.007868349294582152
à,then,0.010279759406998849
à,advisers,0.009329545096446512
à,speaking,0.0031256264285122754
à,thought,0.008709497498954073
à,for,0.44122900524249786
à,transport,0.007854093724348315
à,please,0.010279759406998854
à,minutes,0.00812362340127777
à,wurtz,0.003626588500482463
à,been,0.007360786804208327
à,pm,0.006131644928479397
à,i,0.009846266367015933
à,mr,0.004111987159237737
à,now,0.003465420294936202
à,decisions,0.007185130165814831
à,place,0.005844900576765561
à,at,0.00472346809575561
à,take,0.006127688576507658
à,a,0.004043296441900258
à,tomorrow,0.005582502300292035
à,this,0.24170444895751655
à,adopted,0.004026504430319872
à,it,0.006858231479007613
à,hear,0.003769793940225154
à,the,0.013878296899688388
à,tax,0.0071851301658148285
à,,0.006401486798835122
normes,my,0.018246374826069566
normes,already,0.016557297110009382
normes,it,0.018243417076962865
normes,been,0.016590778952207105
normes,point,0.016925491303159238
normes,second,0.016102712198625475
normes,has,0.01577402523587333
normes,mentioned,0.01656463780005053
normes,minimum,0.8158705490789164
normes,the,0.018252396682825266
normes,standards,0.01620418677784247
normes,concerns,0.014668132957460391
est-ce,hänsch,0.11055763429960008
est-ce,mr,0.2198825916732798
est-ce,you,0.09749414848114975
est-ce,this,0.09974396988050907
est-ce,cox,0.1105576342996001
est-ce,to,0.11004589371357726
est-ce,be,0.11004589371357723
est-ce,would,0.07460214715594421
est-ce,acceptable,0.06707008678275972
assurer,work,0.01500779160417159
assurer,of,0.017912848957859624
assurer,all,0.01791284914462179
assurer,the,0.03417751693100307
assurer,is,0.033834154925193406
assurer,done,0.8188646401400387
assurer,that,0.01567485907912873
assurer,remains,0.015632032259457796
assurer,enforcement,0.015144923119787783
assurer,business,0.01583838383874223
lassemblée,agrees,0.09030643458985256
lassemblée,evans,0.09030643458985248
lassemblée,i,0.09024385058251229
lassemblée,has,0.048920686766779624
lassemblée,the,0.09015963014341981
lassemblée,if,0.09030643458985249
lassemblée,mr,0.09024385058250714
lassemblée,do,0.0486858960632815
lassemblée,shall,0.09000905987901316
lassemblée,as,0.09030656850113779
lassemblée,house,0.09020471912194011
lassemblée,suggested,0.09030643458985253
nous,now,0.004965533317322508
nous,they,0.002755754062300871
nous,speaking,0.0044784398133936535
nous,is,0.010537924592198758
nous,we,0.7915869389342746
nous,not,0.010875430829339294
nous,request,0.005884965116369639
nous,fuster,0.00941560398187815
nous,what,0.011008791966831933
nous,may,0.0027557540623008533
nous,positions,0.002755754062300871
nous,correct,0.0027557540623008524
nous,this,0.013027627941459233
nous,adopted,0.002774081391794319
nous,wurtz,0.005198703904998856
nous,properly,0.0027557540623008706
nous,reflect,0.0027557540623008685
nous,hear,0.005401852038868895
nous,check,0.009415603981878145
nous,happening,0.011008788136722732
nous,against,0.005054335219377417
nous,the,0.001999654440278583
nous,if,0.0055481627472824604
nous,necessary,0.002755754062300841
nous,all,0.0056367535456442195
nous,mr,0.015684882208962688
nous,do,0.012029490431744972
nous,them,0.00275575406230085
nous,berenguer,0.009415603981878155
nous,shall,0.014869976261552478
nous,know,0.009360741325878722
nous,then,0.002774081391794322
aura,tomorrow,0.020887589952522982
aura,place,0.02189187017738029
aura,the,0.0216347926251188
aura,vote,0.02057693516522136
aura,at,0.017559493588681557
aura,take,0.29534168439944325
aura,will,0.019084198889632704
aura,,0.29152487798073656
aura,pm,0.2914985572212203
daucuns,volatile,0.2979381283193386
daucuns,there,0.014771558001649341
daucuns,extremely,0.014771558001649393
daucuns,the,0.017836140768671183
daucuns,situation,0.014742911291942785
daucuns,is,0.01177116077385783
daucuns,as,0.2955877156812662
daucuns,have,0.29814952117417476
daucuns,people,0.01721565299366476
daucuns,said,0.017215652993664766
clos,the,0.1271865173107867
clos,is,0.12737171875311057
clos,debate,0.10745892015458998
clos,closed,0.6379828437815155
leur,them,0.1371128395211283
leur,this,0.009169941319817694
leur,competitive,0.1377883182822626
leur,edge,0.1377883182822626
leur,the,0.01690532149551774
leur,period,0.13641836165066126
leur,interim,0.13778831828226443
leur,gives,0.13778831828225996
leur,a,0.012127425483322173
leur,for,0.13711283740039706
coup,there,0.05419296498154804
coup,is,0.05436316649100693
coup,a,0.1469750896257605
coup,military,0.08278343103894152
coup,risk,0.08278343103894155
coup,in,0.16527604226671128
coup,coup,0.08278343103894151
coup,fact,0.08278343103932398
coup,the,0.08257252375492284
coup,future,0.08278343103894148
coup,of,0.08270305768494723
présidente,madam,0.022005805997518616
présidente,met,0.003737152886796624
présidente,presidency,0.002845806243664833
présidente,not,0.0033266595359435435
présidente,request,0.015859802245763485
présidente,my,0.0035214536122274475
présidente,a,0.02008327726349718
présidente,but,0.003495093421423058
présidente,would,0.0030715720159236923
présidente,already,0.0030035469631639884
présidente,parliament,0.010285175320734257
présidente,vote,0.0029274926881704823
présidente,been,0.0033984997929444047
présidente,declared,0.00299740063045541
présidente,rejected,0.010285175320734252
présidente,comments,0.004462169162132432
présidente,result,0.002629581584564879
présidente,point,0.013859898406270697
présidente,i,0.0046391744369826396
présidente,has,0.005999829033879135
présidente,make,0.004462169162132438
présidente,the,0.0167869939669319
présidente,of,0.01899200272117048
présidente,few,0.004462169162132435
présidente,president,0.7772429269853839
présidente,on,0.009123247203980438
présidente,order,0.01385994798321147
présidente,personal,0.0033839806725063314
présidente,to,0.004639174436982642
présidente,like,0.004612821142896786
lieu,place,0.37161212283875006
lieu,there,0.022424418025774388
lieu,is,0.022424418025774388
lieu,at,0.016300040031344287
lieu,take,0.021606358306742828
lieu,for,0.02213465857516497
lieu,tomorrow,0.3770109084429633
lieu,vote,0.019270098806100498
lieu,pm,0.02162121879797754
lieu,will,0.017800802927042194
lieu,amendments,0.011993077803834913
lieu,the,0.020311344759506102
lieu,no,0.022424418025774388
lieu,,0.022634774411289072
lieu,room,0.010431340221939513
troisième,point,0.023281021577834796
troisième,mentioned,0.02340033326653692
troisième,has,0.03069336146908785
troisième,my,0.030696583350149763
troisième,third,0.42813848765958057
troisième,also,0.4164169201816797
troisième,been,0.024150556811090275
troisième,already,0.023222735684219134
travaux,of,0.14001257801832656
travaux,amended,0.11447306681987769
travaux,the,0.12226177496526011
travaux,thus,0.13839216074523847
travaux,order,0.11891388388905265
travaux,adopted,0.10864602814064199
travaux,was,0.14013260442468517
travaux,business,0.11716790299691467
émettre,should,0.42020254190855627
émettre,i,0.02455023191873302
émettre,make,0.020680982439582878
émettre,few,0.020680982439582912
émettre,to,0.02455023191873303
émettre,comments,0.02068098243958294
émettre,a,0.024478555268159553
émettre,like,0.023972949758697175
émettre,just,0.42020254190855305
débat,the,0.11087104796292582
débat,is,0.11103747839958396
débat,debate,0.6746749235253808
débat,closed,0.10341655011210879
le,goods,0.00167643863801991
le,issue,0.0026656695725111555
le,presidency,0.0014519845608691865
le,we,0.00048683024792074687
le,enforcement,0.0020401333932282065
le,was,0.002470804040694424
le,that,0.0031050839548984266
le,vote,0.003318202814632044
le,also,0.0014409696694106663
le,will,0.001689207735843575
le,an,0.0022819555025366074
le,debate,0.005925926620092321
le,his,0.0026779659456560557
le,thank,0.001122877281932458
le,of,0.10524291041042032
le,to,0.006475867352176222
le,madam,0.0015757146713364291
le,amended,0.0019909088186429664
le,is,0.014427091791391409
le,request,0.00455072617139511
le,and,0.0022569574591321706
le,correct,0.0006914612743862661
le,silence,0.0019895840848233605
le,closed,0.006540558519960152
le,properly,0.0006914612743862677
le,taken,0.001312509514923228
le,in,0.002782301784146398
le,rejected,0.0037816424886085525
le,point,0.002233419606926611
le,minimum,0.001046016821301814
le,has,0.004025596078659769
le,safety,0.001984243742666237
le,you,0.0010184534936971933
le,standards,0.0010860367926859521
le,observed,0.0021798742195652254
le,group,0.000998692226662978
le,congratulate,0.0028896639755638088
le,do,0.0012222082052628007
le,shall,0.001348330321155857
le,dangerous,0.0016764386384148957
le,on,0.041353278901631325
le,then,0.000696017452190427
le,advisers,0.001984243742666236
le,gladly,0.0012819300662265751
le,they,0.000691461274386268
le,report,0.002889663975563813
le,not,0.0005739099561865835
le,my,0.0026529262316584467
le,third,0.0013242619115330426
le,for,0.001676438773933816
le,transport,0.0016734356614857364
le,minutes,0.002202670837159929
le,declared,0.0015293520468446398
le,been,0.0022498272903479083
le,pm,0.002040610325127291
le,i,0.004731924115944446
le,off,0.0013125095149232285
le,result,0.0013416324651575396
le,mentioned,0.0022161740440041953
le,requesting,0.0013125095149232242
le,if,0.0013920348953551118
le,necessary,0.0006914612743862642
le,be,0.0013312927297750535
le,mr,0.001344494544092384
le,thus,0.0021085937539750362
le,president,0.0043473034231921335
le,item,0.0013125095149232237
le,order,0.0020735438401123132
le,segni,0.0012786405113573162
le,important,0.002281955502536605
le,place,0.0019422529249131734
le,relating,0.00588715213814654
le,so,0.0013002872287129414
le,short,0.0026656695725111555
le,done,0.0019681924270049255
le,at,0.0015509884996477946
le,one,0.0026656695725111633
le,may,0.0006914612743862666
le,a,0.0018887001169537012
le,positions,0.0006914612743862685
le,already,0.003737517235197428
le,excellent,0.00288966397556381
le,parliament,0.003781642488608554
le,tomorrow,0.001851211826335163
le,take,0.0020392404559072407
le,this,0.001330809504518121
le,adopted,0.0025818028545988676
le,it,0.0012142883800113661
le,reflect,0.0006914612743862677
le,business,0.004171258016904617
le,work,0.002022800790225621
le,second,0.001079654837757478
le,the,0.6314607393539879
le,agenda,0.0013125095149232316
le,wednesday,1.9548348513835097e-13
le,all,0.0023899826799763345
le,them,0.0006914612743862655
le,him,0.002153740273677853
le,remains,0.0021017010737055916
le,rose,0.0024684995650092333
le,house,0.00207286934489089
le,ppe-de,0.0013125095149232244
le,,0.0021340418689136252
le,concerns,0.0009894310582741813
debout,the,0.024373404564136038
debout,silence,0.022721040638942955
debout,rose,0.2870037304886826
debout,minutes,0.025131343864616445
debout,house,0.02366311108110136
debout,observed,0.2994220085837614
debout,and,0.296105456087976
debout,a,0.02157990469074992
daccord,agrees,0.09030643458985255
daccord,evans,0.09030643458985246
daccord,i,0.09024385058251227
daccord,has,0.04892068676677962
daccord,the,0.0901596301434198
daccord,if,0.09030643458985248
daccord,mr,0.09024385058250713
daccord,do,0.04868589606328149
daccord,shall,0.09000905987901314
daccord,as,0.09030656850113777
daccord,house,0.0902047191219401
daccord,suggested,0.09030643458985252
ferai,so,0.011900426903949542
ferai,agrees,0.007568132446156613
ferai,evans,0.007568132446156606
ferai,i,0.020044309918527983
ferai,has,0.003637557293678931
ferai,you,0.009323089015724626
ferai,the,0.007703511003489256
ferai,if,0.0075681324461566064
ferai,thank,0.010266289560091053
ferai,mr,0.020022966612251284
ferai,do,0.31699190650344194
ferai,shall,0.531124318405752
ferai,as,0.007567945454835928
ferai,house,0.007710166103959862
ferai,suggested,0.007568132446156638
ferai,segni,0.011702448795735364
ferai,gladly,0.011732534643819539
faire,i,0.025854931385602797
faire,madam,0.017118948194196588
faire,make,0.024868076426790984
faire,few,0.024868076426791046
faire,president,0.017140342659070613
faire,to,0.025854931385602797
faire,comments,0.02486807642679105
faire,would,0.7878813376694335
faire,like,0.02570800424474985
faire,a,0.025837275180959178
détat,there,0.05419296498154793
détat,is,0.054363166491006816
détat,a,0.14697508962576017
détat,military,0.08278343103894135
détat,risk,0.08278343103894138
détat,in,0.16527604226671092
détat,coup,0.08278343103894134
détat,fact,0.08278343103932381
détat,the,0.08257252375492267
détat,future,0.08278343103894131
détat,of,0.08270305768494707
refusant,member,0.10801707021339954
refusant,eu,0.10801707021339978
refusant,is,0.0014185450358864652
refusant,embargo,0.10748620631309196
refusant,states,0.10801707021339943
refusant,it,0.008702102632808257
refusant,the,0.008671163048188608
refusant,refuse,0.10801707021339886
refusant,renew,0.10801707021339886
refusant,of,0.008702102632808234
refusant,irresponsible,0.10801707021340035
refusant,to,0.21691745905906312
modifié,of,0.03940402906094454
modifié,amended,0.7584576874893119
modifié,the,0.03395384075763897
modifié,thus,0.0335086983981849
modifié,order,0.03293609574069694
modifié,adopted,0.029868727848834948
modifié,was,0.039426047398166686
modifié,business,0.032444873306216426
