fre,eng,prob
réalité,risk,0.14670520453593813
réalité,in,0.06207565210855667
réalité,coup,0.14670520453593813
réalité,fact,0.14670520453593813
réalité,the,3.171319655946984e-6
réalité,future,0.14670520453593813
réalité,of,4.9257669497631485e-6
madame,madam,0.9837461701167118
madame,met,7.185791327503986e-12
madame,not,2.366792666313365e-12
madame,request,6.4749036450988255e-12
madame,my,7.185791327503986e-12
madame,a,4.846648194486219e-5
madame,but,7.185791327503986e-12
madame,been,2.9504811810535356e-12
madame,point,0.0024920011128188612
madame,has,7.185756519015661e-12
madame,of,4.365926670954092e-5
madame,president,0.008685700748455838
madame,on,0.0024920011128188612
madame,order,0.0024920011128188612
madame,personal,7.185791327503986e-12
extrêmement,volatile,0.13454476233803742
extrêmement,there,0.1344717916054842
extrêmement,extremely,0.13454476233803742
extrêmement,the,1.1750343247700088e-6
extrêmement,situation,0.13454476233803742
extrêmement,is,0.05442339415257616
extrêmement,as,0.003835067377251327
extrêmement,have,0.13454476014017633
extrêmement,people,0.13454476233803742
extrêmement,said,0.13454476233803742
que,madam,0.004271025677343307
que,has,0.14992697277692732
que,met,0.14992769903744943
que,president,5.371870750311171e-5
que,not,0.049381865181761464
que,personal,0.14992769903744943
que,my,0.14992769903744943
que,request,0.13509540713813933
que,but,0.14992769903744943
que,been,0.06156021436852772
savons,do,0.224735151394869
savons,is,0.05199938081390765
savons,we,0.000648011386969004
savons,not,0.04841198747845666
savons,know,0.2247351563085992
savons,what,0.2247351563085992
savons,happening,0.2247351563085992
vous,please,0.23256318263332892
vous,this,2.561894998794031e-5
vous,silence,0.03486082525834832
vous,rise,0.23256318263332892
vous,minutes,0.03486082525834832
vous,then,0.23256318263332892
vous,for,0.23256318263332892
motion,point,0.3277933289845008
motion,madam,0.0044686650476452585
motion,of,0.005742861149670308
motion,president,3.3293283195825434e-5
motion,on,0.3277933289845008
motion,order,0.3277933289845008
motion,a,0.0063751935659863285
silence,a,1.9175349589654178e-8
silence,and,0.0005152425987953037
silence,for,2.3952399088779856e-9
silence,please,2.3952399088779856e-9
silence,this,2.63857463334653e-13
silence,silence,0.49896115725242646
silence,rise,2.3952399088779856e-9
silence,minutes,0.49896115725242646
silence,the,1.6179900228977222e-12
silence,observed,0.000520804712722483
silence,rose,0.000520804712722483
silence,house,0.0005208047127157683
silence,then,2.3952399088779856e-9
été,madam,0.004271025677343307
été,has,0.14992697277692732
été,met,0.14992769903744943
été,president,5.371870750311171e-5
été,not,0.049381865181761464
été,personal,0.14992769903744943
été,my,0.14992769903744943
été,request,0.13509540713813933
été,but,0.14992769903744943
été,been,0.06156021436852772
procédure,point,0.3277933289845008
procédure,madam,0.0044686650476452585
procédure,of,0.005742861149670308
procédure,president,3.3293283195825434e-5
procédure,on,0.3277933289845008
procédure,order,0.3277933289845008
procédure,a,0.0063751935659863285
font,member,0.10628448303246475
font,eu,0.10628448303246475
font,is,0.040990137920830595
font,embargo,0.10628448303246475
font,states,0.10628448303246475
font,it,0.10628448260714297
font,the,2.2143190029712128e-5
font,refuse,0.10628448303246475
font,renew,0.10628448303246475
font,of,0.002505422042662016
font,irresponsible,0.10628448303246475
font,to,0.10620643301208146
passe,do,0.224735151394869
passe,is,0.05199938081390765
passe,we,0.000648011386969004
passe,not,0.04841198747845666
passe,know,0.2247351563085992
passe,what,0.2247351563085992
passe,happening,0.2247351563085992
ce,madam,7.653977016702552e-11
ce,met,2.6868093270596722e-9
ce,relating,1.0874433400063347e-9
ce,is,0.6800951536238947
ce,not,0.3182569051694084
ce,we,2.8896730614683626e-10
ce,request,2.421004272539466e-9
ce,my,2.6868093270596722e-9
ce,what,1.0021600549141341e-7
ce,but,2.6868093270596722e-9
ce,that,0.00019370684420022283
ce,this,9.786350136246483e-5
ce,been,1.1032021381175124e-9
ce,taken,0.00019370684420022283
ce,happening,1.0021600549141341e-7
ce,off,0.00019370684420022283
ce,has,2.6867963119626797e-9
ce,the,2.4350157619042075e-17
ce,requesting,0.00019370684420022283
ce,agenda,0.00019370684420022283
ce,group,1.5007312616130463e-9
ce,wednesday,1.087443340006383e-9
ce,be,0.0001937068441962478
ce,do,1.0021600330023676e-7
ce,president,9.626768454633539e-13
ce,item,0.00019370684420022283
ce,personal,2.6868093270596722e-9
ce,know,1.0021600549141341e-7
ce,to,1.0873889950330571e-9
ce,ppe-de,0.00019370684420022283
indonésie,volatile,0.13454476233803742
indonésie,there,0.1344717916054842
indonésie,extremely,0.13454476233803742
indonésie,the,1.1750343247700088e-6
indonésie,situation,0.13454476233803742
indonésie,is,0.05442339415257616
indonésie,as,0.003835067377251327
indonésie,have,0.13454476014017633
indonésie,people,0.13454476233803742
indonésie,said,0.13454476233803742
point,is,2.47723371705659e-6
point,that,0.11757453206489019
point,this,0.05940035534846789
point,taken,0.11757453206489019
point,off,0.11757453206489019
point,the,1.47798514791038e-14
point,requesting,0.11757453206489019
point,agenda,0.11757453206489019
point,group,9.109010916357868e-7
point,be,0.11757453206247745
point,item,0.11757453206489019
point,ppe-de,0.11757453206489019
exprime,now,0.18771282738447234
exprime,speaking,0.18771282738447234
exprime,against,0.011896762247520598
exprime,shall,0.10387093559714604
exprime,we,0.002420762260657266
exprime,this,1.2822528575235005e-8
exprime,wurtz,0.18771282738447234
exprime,request,0.053920326798232
exprime,hear,0.18771282738447234
exprime,mr,0.07703989073602606
dalexandre,of,0.07266741236366878
dalexandre,the,1.2832541391327541e-5
dalexandre,is,0.01752163902399543
dalexandre,case,0.22744952925690848
dalexandre,it,0.22744952830021906
dalexandre,alexander,0.22744952925690848
dalexandre,nikitin,0.22744952925690848
positif,a,0.05500156733313185
positif,examined,0.12686403048959366
positif,i,0.0027397489048915677
positif,light,0.12686403048959366
positif,it,0.12686402994282808
positif,hope,0.12686403048959366
positif,will,0.12686403048959366
positif,be,0.12686403048778283
positif,in,0.054210470883397484
positif,positive,0.12686403048959366
à,now,2.8032422604949767e-9
à,decisions,5.54412899665257e-7
à,speaking,2.8032422604949767e-9
à,we,3.61508756020535e-11
à,request,8.052286084366282e-10
à,a,8.173876921422926e-10
à,for,6.043587695323223e-11
à,please,6.043587695323223e-11
à,this,0.9496273578023509
à,silence,9.059235094505169e-12
à,rise,6.043587695323223e-11
à,minutes,9.059235094505169e-12
à,adopted,5.54412899665257e-7
à,have,5.544128887265195e-7
à,also,5.54412899665257e-7
à,been,5.54412896689351e-7
à,wurtz,2.8032422604949767e-9
à,hear,2.8032422604949767e-9
à,against,0.05036836128974118
à,tax,5.54412899665257e-7
à,mr,1.1504886504789177e-9
à,of,3.841843627571123e-7
à,kind,5.54412899665257e-7
à,shall,1.5511747404810441e-9
à,then,6.043587695323223e-11
volontiers,i,0.00016692570503816905
volontiers,do,0.07507988299050895
volontiers,gladly,0.24913371379711216
volontiers,you,0.02150009210561407
volontiers,so,0.24913371379711216
volontiers,shall,0.12686603174065136
volontiers,segni,0.24913371379711216
volontiers,thank,0.02150009210561407
volontiers,mr,0.007485833961236742
pas,madam,9.06842654853647e-11
pas,met,3.1833297877944537e-9
pas,relating,1.9878238346550562e-7
pas,is,2.747318622927858e-8
pas,not,0.37707055584244337
pas,we,3.423682596645658e-10
pas,request,2.8684041474526814e-9
pas,my,3.1833297877944537e-9
pas,what,1.1873585232924249e-7
pas,but,3.1833297877944537e-9
pas,and,1.9543263159101026e-7
pas,been,0.6229271371318614
pas,have,1.9878237990824967e-7
pas,happening,1.1873585232924249e-7
pas,amendments,1.9878238346551568e-7
pas,has,3.1833143675167534e-9
pas,tuesday,1.9878238346551568e-7
pas,proposed,1.9878238346551568e-7
pas,do,1.1873584973313793e-7
pas,president,1.1405788446987288e-12
pas,personal,3.1833297877944537e-9
pas,know,1.1873585232924249e-7
pas,no,1.9878238346551568e-7
pas,to,1.9848055896753252e-7
pas,monday,1.9878238346551568e-7
entendons,now,0.18771282738447234
entendons,speaking,0.18771282738447234
entendons,against,0.011896762247520598
entendons,shall,0.10387093559714604
entendons,we,0.002420762260657266
entendons,this,1.2822528575235005e-8
entendons,wurtz,0.18771282738447234
entendons,request,0.053920326798232
entendons,hear,0.18771282738447234
entendons,mr,0.07703989073602606
m,now,6.681445885570487e-9
m,speaking,6.681445885570487e-9
m,we,8.616455397203577e-11
m,request,1.9192388216324134e-9
m,agrees,1.1282689523080234e-7
m,evans,1.1282689523080234e-7
m,this,4.564047752375436e-16
m,wurtz,6.681445885570487e-9
m,hear,6.681445885570487e-9
m,i,1.3248512444306269e-9
m,has,1.1282624969949176e-7
m,the,2.336579705558908e-13
m,if,1.1282689523080234e-7
m,against,4.234530707243616e-10
m,mr,0.5686675327873143
m,do,4.640823582888917e-8
m,shall,0.43133171179471635
m,as,1.5692818895425097e-9
m,house,1.1282689522969305e-7
m,suggested,1.1282689523080234e-7
tout,check,0.1427785930350351
tout,all,0.1427785930350351
tout,berenguer,0.1427785930350351
tout,this,0.14276981539539454
tout,shall,0.1424015113742583
tout,we,0.0017502669971927725
tout,fuster,0.1427785930350351
tout,mr,0.14196403409301406
toutefois,madam,0.004271025677343307
toutefois,has,0.14992697277692732
toutefois,met,0.14992769903744943
toutefois,president,5.371870750311171e-5
toutefois,not,0.049381865181761464
toutefois,personal,0.14992769903744943
toutefois,my,0.14992769903744943
toutefois,request,0.13509540713813933
toutefois,but,0.14992769903744943
toutefois,been,0.06156021436852772
lassemblée,agrees,0.14805442695912016
lassemblée,evans,0.14805442695912016
lassemblée,i,0.0017385047368271777
lassemblée,has,0.14805357987591275
lassemblée,the,3.0661215009343793e-7
lassemblée,if,0.14805442695912016
lassemblée,mr,0.03266743570479142
lassemblée,do,0.060898110754306095
lassemblée,shall,0.014310674447339048
lassemblée,as,0.002059253074528558
lassemblée,house,0.14805442695766433
lassemblée,suggested,0.14805442695912016
lever,please,0.23256318263332887
lever,this,2.5618949987940294e-5
lever,silence,0.03486082525834833
lever,rise,0.23256318263332887
lever,minutes,0.03486082525834833
lever,then,0.23256318263332887
lever,for,0.23256318263332887
n,amendments,0.1079396184526086
n,no,0.1079396184526086
n,have,0.107939616520999
n,relating,0.10793961845260298
n,tuesday,0.1079396184526086
n,been,0.030526256234498634
n,to,0.10777572655945393
n,proposed,0.1079396184526086
n,and,0.10612068996940237
n,monday,0.1079396184526086
parlement,request,0.0002500722340878399
parlement,a,6.164884508598377e-6
parlement,and,0.16565075388231398
parlement,parliament,0.16472235820090722
parlement,silence,3.249580524992371e-5
parlement,minutes,3.249580524992371e-5
parlement,rejected,0.16472235820090722
parlement,the,0.002266372062776833
parlement,observed,0.1674389762990373
parlement,president,2.904533356362213e-11
parlement,rose,0.1674389762990373
parlement,house,0.16743897629687848
sopposent,decisions,0.12982867296895229
sopposent,a,0.0001914103359356567
sopposent,this,0.0003829538968033914
sopposent,adopted,0.12982867296895229
sopposent,have,0.1298286704073926
sopposent,also,0.12982867296895229
sopposent,been,0.12982867227207456
sopposent,against,0.0006592257453200567
sopposent,tax,0.12982867296895229
sopposent,of,0.08996570249771216
sopposent,kind,0.12982867296895229
